636016288>_<1548979205,20939,208,583509,208,-125.98575,47.71967,1548998165,-125.98922,47.71695,1548998236
636016288>_<1548979205,20939,209,583509,209,-125.98922,47.71695,1548998236,-125.99266,47.71425,1548998306
636016288>_<1548979205,20939,210,583509,210,-125.99266,47.71425,1548998306,-125.99608,47.71159,1548998375
636016288>_<1548979205,20939,211,583509,211,-125.99608,47.71159,1548998375,-125.9996,47.70886,1548998446
636016288>_<1548979205,20939,212,583509,212,-125.9996,47.70886,1548998446,-126.00305,47.70616,1548998516
636016288>_<1548979205,20939,213,583509,213,-126.00305,47.70616,1548998516,-126.00645,47.70349,1548998585
636016288>_<1548979205,20939,214,583509,214,-126.00645,47.70349,1548998585,-126.01237,47.69883,1548998706
636016288>_<1548979205,20939,215,583509,215,-126.01237,47.69883,1548998706,-126.01575,47.69617,1548998775
636016288>_<1548979205,20939,216,583509,216,-126.01575,47.69617,1548998775,-126.01924,47.69351,1548998845
636016288>_<1548979205,20939,217,583509,217,-126.01924,47.69351,1548998845,-126.02317,47.69045,1548998924
636016288>_<1548979205,20939,218,583509,218,-126.02317,47.69045,1548998924,-126.02813,47.6866,1548999025
636016288>_<1548979205,20939,219,583509,219,-126.02813,47.6866,1548999025,-126.03157,47.68394,1548999095
636016288>_<1548979205,20939,220,583509,220,-126.03157,47.68394,1548999095,-126.03889,47.6783,1548999244
636016288>_<1548979205,20939,221,583509,221,-126.03889,47.6783,1548999244,-126.04346,47.67479,1548999336
636016288>_<1548979205,20939,222,583509,222,-126.04346,47.67479,1548999336,-126.04842,47.67096,1548999436
636016288>_<1548979205,20939,223,583509,223,-126.04842,47.67096,1548999436,-126.05329,47.66726,1548999534
636016288>_<1548979205,20939,224,583509,224,-126.05329,47.66726,1548999534,-126.05776,47.66381,1548999624
636016288>_<1548979205,20939,225,583509,225,-126.05776,47.66381,1548999624,-126.06362,47.65936,1548999744
636016288>_<1548979205,20939,226,583509,226,-126.06362,47.65936,1548999744,-126.0728,47.65212,1548999934
636016288>_<1548979205,20939,227,583509,227,-126.0728,47.65212,1548999934,-126.08167,47.64525,1549000114
636016288>_<1548979205,20939,228,583509,228,-126.08167,47.64525,1549000114,-126.09277,47.63654,1549000346
636016288>_<1548979205,20939,229,583509,229,-126.09277,47.63654,1549000346,-126.10329,47.6283,1549000565
